PrimHeap;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0243028
PrimSD;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0336588
PrimSL;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0301084
Kruskals;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0217854
PrimPrio;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0203396
PrimHeap;Nodes;500;Edges;15;CputTime;0,046875;Stopwatch;0,0400299
PrimSD;Nodes;500;Edges;15;CputTime;0,046875;Stopwatch;0,0438144
PrimSL;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0205795
Kruskals;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0233089
PrimPrio;Nodes;500;Edges;15;CputTime;0;Stopwatch;0,0125687
PrimHeap;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0182455
PrimSD;Nodes;500;Edges;15;CputTime;0,046875;Stopwatch;0,0432346
PrimSL;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0264968
Kruskals;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,02151
PrimPrio;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0109763
PrimHeap;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0129056
PrimSD;Nodes;500;Edges;15;CputTime;0,046875;Stopwatch;0,0500383
PrimSL;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0268815
Kruskals;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0231188
PrimPrio;Nodes;500;Edges;15;CputTime;0;Stopwatch;0,0119014
PrimHeap;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0129779
PrimSD;Nodes;500;Edges;15;CputTime;0,078125;Stopwatch;0,0671551
PrimSL;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0354105
Kruskals;Nodes;500;Edges;15;CputTime;0;Stopwatch;0,0107889
PrimPrio;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0202474
PrimHeap;Nodes;500;Edges;15;CputTime;0;Stopwatch;0,0120657
PrimSD;Nodes;500;Edges;15;CputTime;0,046875;Stopwatch;0,0504347
PrimSL;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0166161
Kruskals;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0205241
PrimPrio;Nodes;500;Edges;15;CputTime;0;Stopwatch;0,0220659
PrimHeap;Nodes;500;Edges;15;CputTime;0,015625;Stopwatch;0,0124552
PrimSD;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0469708
PrimSL;Nodes;500;Edges;15;CputTime;0,03125;Stopwatch;0,0280457
Kruskals;Nodes;500;Edges;40;CputTime;0,078125;Stopwatch;0,0677066
PrimPrio;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,014514
PrimHeap;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0292887
PrimSD;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,063316
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,052942
Kruskals;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,0672635
PrimPrio;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0356097
PrimHeap;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0545193
PrimSD;Nodes;500;Edges;40;CputTime;0,078125;Stopwatch;0,0743488
PrimSL;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0502982
Kruskals;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,0518643
PrimPrio;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0297694
PrimHeap;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0268893
PrimSD;Nodes;500;Edges;40;CputTime;0,0625;Stopwatch;0,0586835
PrimSL;Nodes;500;Edges;40;CputTime;0,03125;Stopwatch;0,0482763
Kruskals;Nodes;500;Edges;40;CputTime;0,09375;Stopwatch;0,0755428
PrimPrio;Nodes;500;Edges;40;CputTime;0,046875;Stopwatch;0,0469153
PrimHeap;Nodes;500;Edges;40;CputTime;0,015625;Stopwatch;0,0211362
PrimSD;Nodes;500;Edges;40;CputTime;0,09375;Stopwatch;0,079899
